Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Network Performance Evaluation in Software-Defined Networking","Information and Communication Technology for Intelligent Systems","","","","10.1007/978-981-15-7062-9_64","Shilpa M. SatreNitin S. PatilShubham V. KhotAshish A. Saroj","2021","http://link.springer.com/chapter/10.1007/978-981-15-7062-9_64","Chapter"
"Software Defined Network Dynamics via Diffusions","Modelling, Analysis, and Simulation of Computer and Telecommunication Systems","","","","10.1007/978-3-030-68110-4_2","Tadeusz CzachórskiErol GelenbeDariusz Marek","2021","http://link.springer.com/chapter/10.1007/978-3-030-68110-4_2","Chapter"
"Big Data Load Balancing Based on Network Architecture","Intelligent Computing Theories and Methodologies","","","","10.1007/978-3-319-22186-1_30","Yu Bin","2015","http://link.springer.com/chapter/10.1007/978-3-319-22186-1_30","Chapter"
"Software-Defined Networking for Ubiquitous Healthcare Service Delivery","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-030-05195-2_10","Foteini AndriopoulouKonstantinos BirkosGeorgios MantasDimitrios Lymberopoulos","2019","http://link.springer.com/chapter/10.1007/978-3-030-05195-2_10","Chapter"
"Using an Identity Plane for Adapting Network Behavior to User and Service Requirements","Mobile Networks and Management","","","","10.1007/978-3-319-26925-2_19","Pedro Martinez-JuliaAntonio F. Skarmeta","2015","http://link.springer.com/chapter/10.1007/978-3-319-26925-2_19","Chapter"
"Secure IP Mobility Support in Software Defined Networks","Mobile and Wireless Technology 2015","","","","10.1007/978-3-662-47669-7_15","Shimin SunLi HanSunyoung Han","2015","http://link.springer.com/chapter/10.1007/978-3-662-47669-7_15","Chapter"
"Software Defined Stochastic Model for Moving Target Defense","Proceedings of the Third International Afro-European Conference for Industrial Advancement — AECIA 2016","","","","10.1007/978-3-319-60834-1_20","Iman El MirAnkur ChowdharyDijiang HuangSandeep PisharodyDong Seong KimAbdelkrim Haqiq","2018","http://link.springer.com/chapter/10.1007/978-3-319-60834-1_20","Chapter"
"Network Protocol-Based QoS Routing Using Software Defined Networking","Artificial Intelligence and Evolutionary Computations in Engineering Systems","","","","10.1007/978-981-10-3174-8_32","P. ShakthipriyaA. Ruhan Bevi","2017","http://link.springer.com/chapter/10.1007/978-981-10-3174-8_32","Chapter"
"Virtualization Techniques: Challenges and Opportunities","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-319-50463-6_5","Lyes BoualiEmad Abd-ElrahmanHossam AfifiSamia BouzefraneMehammed Daoui","2016","http://link.springer.com/chapter/10.1007/978-3-319-50463-6_5","Chapter"
"A Data Centre Traffic Scheduling Algorithm Based on Task Type","Proceedings of the International Conference on Internet of Things, Communication and Intelligent Technology","","","","10.1007/978-981-99-0416-7_74","Rixuan QiuShuang WangSitong JingXin ZhouNan LinBaoming Yao","2023","http://link.springer.com/chapter/10.1007/978-981-99-0416-7_74","Chapter"
"Software Defined Network for Energy Efficiency in WSN and RPL Protocol Simulation","Advanced Intelligent Systems for Sustainable Development (AI2SD’2020)","","","","10.1007/978-3-030-90639-9_72","Mohamed Saad AziziMoulay Lahcen HasnaouiAbdelaziz El Yazidi","2022","http://link.springer.com/chapter/10.1007/978-3-030-90639-9_72","Chapter"
"Detection of UDP SYN Flood DDoS Attack Using Random Forest Machine Learning Algorithm in a Simulated Software Defined Network","ICT for Intelligent Systems","","","","10.1007/978-981-99-3982-4_44","V. MohanB. K. MadhaviS. B. Kishor","2023","http://link.springer.com/chapter/10.1007/978-981-99-3982-4_44","Chapter"
"Hash Flow: An Access Control Mechanism for Software Defined Network","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-44038-1_51","Shih-Hao ChangYan PeiPing-Tsai Chung","2020","http://link.springer.com/chapter/10.1007/978-3-030-44038-1_51","Chapter"
"Review on Software-Defined Networking: Architectures and Threats","Information Systems Design and Intelligent Applications","","","","10.1007/978-981-10-7512-4_101","Sanchita BhatiaKanak NathaniVishal Sharma","2018","http://link.springer.com/chapter/10.1007/978-981-10-7512-4_101","Chapter"
"The Key Technology of 5G Communication Network D2D Network Communication Architecture","Frontier Computing","","","","10.1007/978-981-16-8052-6_190","Xiaoling ZhangBin ZangQianqian Yue","2022","http://link.springer.com/chapter/10.1007/978-981-16-8052-6_190","Chapter"
"Revisiting Traffic Anomaly Detection Using Software Defined Networking","Recent Advances in Intrusion Detection","","","","10.1007/978-3-642-23644-0_9","Syed Akbar MehdiJunaid KhalidSyed Ali Khayam","2011","http://link.springer.com/chapter/10.1007/978-3-642-23644-0_9","Chapter"
"On Software-Defined Networking for Rural Areas: Controlling Wireless Networks with OpenFlow","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-319-08368-1_5","Sami Ruponen","2014","http://link.springer.com/chapter/10.1007/978-3-319-08368-1_5","Chapter"
"Inclusion of “Self-x” Properties in the SESAME-Based Wireless Backhaul for Support of Higher Performance","Engineering Applications of Neural Networks","","","","10.1007/978-3-319-65172-9_60","Ioannis P. ChochliourosAlan WhiteheadOriol SallentJordi Pérez-RomeroAnastasia S. SpiliopoulouAthanassios Dardamanis","2017","http://link.springer.com/chapter/10.1007/978-3-319-65172-9_60","Chapter"
"Stochastic Methods in Investigation of Modern Networks","Operator Theory and Harmonic Analysis","","","","10.1007/978-3-030-76829-4_9","Vladimir A. GorlovAlla V. Makarova","2021","http://link.springer.com/chapter/10.1007/978-3-030-76829-4_9","Chapter"
"Design of Virtual-Real Software-Defined Network for Cloud","Intelligent Computing and Networking","","","","10.1007/978-981-99-3177-4_26","J. Divya LakshmiP. Y. Mallikarjun","2023","http://link.springer.com/chapter/10.1007/978-981-99-3177-4_26","Chapter"
"Using Programmable Data Networks to Detect Critical Infrastructure Challenges","Critical Information Infrastructures Security","","","","10.1007/978-3-319-31664-2_22","Kyle J. S. WhiteDimitrios P. PezarosChris W. Johnson","2016","http://link.springer.com/chapter/10.1007/978-3-319-31664-2_22","Chapter"
"Protecting IoT Devices with Software-Defined Networks","Intelligent Technologies and Applications","","","","10.1007/978-3-030-71711-7_4","Filip Holik","2021","http://link.springer.com/chapter/10.1007/978-3-030-71711-7_4","Chapter"
"Slow TCAM Exhaustion DDoS Attack","ICT Systems Security and Privacy Protection","","","","10.1007/978-3-319-58469-0_2","Túlio A. PascoalYuri G. DantasIguatemi E. FonsecaVivek Nigam","2017","http://link.springer.com/chapter/10.1007/978-3-319-58469-0_2","Chapter"
"QoS Parameter Analysis of TCP and UDP Traffic Over Open Flow Enabled Software Defined Network","Proceedings of International Conference on Data Science and Applications","","","","10.1007/978-981-16-5120-5_2","Akhilesh SharmaAakanksha Sharma","2022","http://link.springer.com/chapter/10.1007/978-981-16-5120-5_2","Chapter"
"Performance Evaluation of Ryu Controller with Weighted Round Robin Load Balancer","Cybersecurity in Emerging Digital Era","","","","10.1007/978-3-030-84842-2_9","Ryhan UddinFahad Monir","2021","http://link.springer.com/chapter/10.1007/978-3-030-84842-2_9","Chapter"
"Network Slicing Architecture and Dependability","Mobile, Secure, and Programmable Networking","","","","10.1007/978-3-030-03101-5_18","Andres J. GonzalezMin XiePål Grønsund","2019","http://link.springer.com/chapter/10.1007/978-3-030-03101-5_18","Chapter"
"End-Edge Cooperative Scheduling Strategy Based on Software-Defined Networks","Wireless Algorithms, Systems, and Applications","","","","10.1007/978-3-031-19211-1_36","Fan LiYing QiaoJuan LuoLuxiu YinXuan LiuXin Fan","2022","http://link.springer.com/chapter/10.1007/978-3-031-19211-1_36","Chapter"
"Image Semantic Segmentation Algorithm Based on Self-learning Super-Pixel Feature Extraction","Advances in Internet, Data & Web Technologies","","","","10.1007/978-3-319-75928-9_69","Juan WangHao ShiMin LiuWei XiongKaiwen ChengYuhan Jiang","2018","http://link.springer.com/chapter/10.1007/978-3-319-75928-9_69","Chapter"
"TLS Channel Implementation for ONOS’s East/West-Bound Communication","Electronics, Communications and Networks V","","","","10.1007/978-981-10-0740-8_45","Jun Huy LamSang-Gon LeeHoon-Jae LeeYustus Eko Oktian","2016","http://link.springer.com/chapter/10.1007/978-981-10-0740-8_45","Chapter"
"Hormonal Influence on Sexual Differentiation of Rat Brain Anatomy","Hormones and Behaviour in Higher Vertebrates","","","","10.1007/978-3-642-69216-1_13","K.-D. DöhlerA. CoquelinM. HinesF. DavisJ. E. ShryneR. A. Gorski","1983","http://link.springer.com/chapter/10.1007/978-3-642-69216-1_13","Chapter"
"Evolutionary Dynamics of Service Provider Legacy Network Migration to Software Defined IPv6 Network","Recent Advances in Information and Communication Technology 2019","","","","10.1007/978-3-030-19861-9_24","Babu R. DawadiDanda B. RawatShashidhar R. Joshi","2020","http://link.springer.com/chapter/10.1007/978-3-030-19861-9_24","Chapter"
"TruSDN: Bootstrapping Trust in Cloud Network Infrastructure","Security and Privacy in Communication Networks","","","","10.1007/978-3-319-59608-2_6","Nicolae PaladiChristian Gehrmann","2017","http://link.springer.com/chapter/10.1007/978-3-319-59608-2_6","Chapter"
"HERA: A New Platform for Embedding Agents in Heterogeneous Wireless Sensor Networks","Hybrid Artificial Intelligence Systems","","","","10.1007/978-3-642-13803-4_14","Ricardo S. AlonsoJuan F. de PazÓscar GarcíaÓscar GilAngélica González","2010","http://link.springer.com/chapter/10.1007/978-3-642-13803-4_14","Chapter"
"Dynamic Load Balancing in Software-Defined Networks Using Machine Learning","Proceeding of International Conference on Computational Science and Applications","","","","10.1007/978-981-15-0790-8_28","Kunal RupaniNikhil PunjabiMohnish ShamdasaniSheetal Chaudhari","2020","http://link.springer.com/chapter/10.1007/978-981-15-0790-8_28","Chapter"
"A System Proposal for Collecting Medical Data from Heterogeneous Sensors Using Software-Defined Networks","7th International Conference on Advancements of Medicine and Health Care through Technology","","","","10.1007/978-3-030-93564-1_32","Sorin BuzuraBogdan IancuVasile Teodor Dadarlat","2022","http://link.springer.com/chapter/10.1007/978-3-030-93564-1_32","Chapter"
"Intrusion Detection in Software-Defined Networks","Future Data and Security Engineering","","","","10.1007/978-3-030-91387-8_23","Quang-Vinh Dang","2021","http://link.springer.com/chapter/10.1007/978-3-030-91387-8_23","Chapter"
"Software-Defined Networking to Improve Cybersecurity in Manufacturing Oriented Interoperability Ecosystems","Enterprise Interoperability VIII","","","","10.1007/978-3-030-13693-2_3","Francisco FraileJosé Luis FloresRaúl PolerEduardo Saiz","2019","http://link.springer.com/chapter/10.1007/978-3-030-13693-2_3","Chapter"
"Securing Network Using Software-Defined Networking in Control and Data Planes","Computing and Network Sustainability","","","","10.1007/978-981-13-7150-9_46","Nishant S. PawarA. ArunvelGardas Naresh KumarAditya Kumar Sinha","2019","http://link.springer.com/chapter/10.1007/978-981-13-7150-9_46","Chapter"
"A Distributed Software-Defined Content Delivery Network Architecture Based on Blockchain","Proceedings of the 11th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-16-6554-7_150","Weichao GongDongyan ZhaoYidong YuanWuyang ZhangSujie Shao","2022","http://link.springer.com/chapter/10.1007/978-981-16-6554-7_150","Chapter"
"Novel Traffic Classification Mechanism in Software Defined Networks with Experimental Analysis","Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019","","","","10.1007/978-3-030-19063-7_16","Youngkyoung KimSyed M. RazaVan Vi VoHyunseung Choo","2019","http://link.springer.com/chapter/10.1007/978-3-030-19063-7_16","Chapter"
"An Attack Detection and Defense Method for SDWN Oriented Blockchain Network","Blockchain and Trustworthy Systems","","","","10.1007/978-981-15-9213-3_19","Lijun XiaoYulian GaoBin LiuTianke Fang","2020","http://link.springer.com/chapter/10.1007/978-981-15-9213-3_19","Chapter"
"Applications of Simplicial Decomposition with Nonlinear Column Generation to Nonlinear Network Flows","Network Optimization","","","","10.1007/978-3-642-59179-2_17","Torbjörn LarssonMichael PatrikssonClas Rydergren","1997","http://link.springer.com/chapter/10.1007/978-3-642-59179-2_17","Chapter"
"Network Configuration in OpenFlow Networks","Mobile Networks and Management","","","","10.1007/978-3-319-16292-8_7","Adel ZaaloukKostas Pentikousis","2015","http://link.springer.com/chapter/10.1007/978-3-319-16292-8_7","Chapter"
"Optimized Routing in Software Defined Networks – A Reinforcement Learning Approach","Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019","","","","10.1007/978-3-030-19063-7_22","Tahira MahboobYoung Rok JungMin Young Chung","2019","http://link.springer.com/chapter/10.1007/978-3-030-19063-7_22","Chapter"
"Adaptive Load Balancing Scheme for Software-Defined Networks Using Fuzzy Logic Based Dynamic Clustering","Sustainable Communication Networks and Application","","","","10.1007/978-981-16-6605-6_35","Ashish SharmaSanjiv TokekarSunita Varma","2022","http://link.springer.com/chapter/10.1007/978-981-16-6605-6_35","Chapter"
"Research Confront in Software Defined Networking Environment: A Survey","Smart Trends in Information Technology and Computer Communications","","","","10.1007/978-981-10-3433-6_72","Sankari SubbiahVaralakshmi Perumal","2016","http://link.springer.com/chapter/10.1007/978-981-10-3433-6_72","Chapter"
"Access Control Based Dynamic Path Establishment for Securing Flows from the User Devices with Different Security Clearance","Advanced Information Networking and Applications","","","","10.1007/978-3-030-15032-7_109","Uday TupakulaVijay VaradharajanKallol Karmakar","2020","http://link.springer.com/chapter/10.1007/978-3-030-15032-7_109","Chapter"
"A Differential Privacy Mechanism for Deceiving Cyber Attacks in IoT Networks","Network and System Security","","","","10.1007/978-3-031-23020-2_23","Guizhen YangMengmeng GeShang GaoXuequan LuLeo Yu ZhangRobin Doss","2022","http://link.springer.com/chapter/10.1007/978-3-031-23020-2_23","Chapter"
"Defending Cloud Computing Environment Against the Challenge of DDoS Attacks Based on Software Defined Network","Advances in Intelligent Information Hiding and Multimedia Signal Processing","","","","10.1007/978-3-319-50209-0_35","Shuen-Chih TsaiI-Hsien LiuChien-Tung LuChan-Hua ChangJung-Shian Li","2017","http://link.springer.com/chapter/10.1007/978-3-319-50209-0_35","Chapter"
"A Dynamic Resource Allocation Model for Guaranteeing Quality of Service in Software Defined Networking Based Cloud Computing Environment","Cloud Computing and Security","","","","10.1007/978-3-319-27051-7_18","Chenhui XuBing ChenPing FuHongyan Qian","2015","http://link.springer.com/chapter/10.1007/978-3-319-27051-7_18","Chapter"
